user,failed_logins,requests_count,docs_accessed,docs_downloaded,hour_of_day,error_rate,unique_endpoints,session_duration_min,sensitive_docs_accessed,distinct_ips,share_actions,admin_actions,password_reset_delay_min,e2e_key_failures,repeated_doc_downloads,is_anomaly
user_39@scp.local,0,80,7,3,17,0.028,3,83.6,0,1,1,0,0,0,1,0
user_4@scp.local,0,44,8,3,13,0.01,3,51.7,2,1,1,0,0,0,0,0
user_38@scp.local,0,26,5,3,11,0.004,4,87.3,1,1,3,0,0,0,1,0
user_5@scp.local,0,22,2,4,12,0.02,6,61.2,0,1,1,0,0,0,0,0
user_10@scp.local,0,58,10,4,13,0.039,10,27.6,2,1,2,0,0,0,0,0
user_19@scp.local,0,53,4,3,11,0.009,7,8.5,0,1,0,0,0,0,2,0
user_32@scp.local,0,52,2,1,16,0.035,9,101.4,0,1,1,0,0,0,0,0
user_25@scp.local,0,56,3,3,16,0.04,4,33.3,0,1,3,0,0,0,0,0
user_38@scp.local,0,25,1,3,17,0.006,4,115.2,0,1,2,0,0,0,0,0
user_13@scp.local,0,57,3,3,11,0.003,3,14.4,1,1,0,0,0,0,2,0
user_42@scp.local,0,26,5,2,11,0.047,8,88.8,0,1,0,0,0,0,1,0
user_25@scp.local,0,51,3,4,13,0.034,6,16.0,2,1,0,0,0,0,2,0
user_7@scp.local,0,90,7,3,10,0.038,4,89.5,1,1,2,0,0,0,0,0
user_42@scp.local,0,77,14,5,11,0.005,10,83.5,0,1,3,0,0,0,2,0
user_20@scp.local,0,35,7,0,12,0.002,3,19.0,2,1,1,0,0,0,1,0
user_39@scp.local,0,93,0,2,15,0.003,3,87.7,0,1,3,0,0,0,0,0
user_3@scp.local,0,61,3,5,15,0.046,6,102.5,0,1,1,0,0,0,1,0
user_38@scp.local,0,65,1,0,12,0.023,7,62.6,1,1,2,0,0,0,0,0
user_24@scp.local,0,89,4,0,12,0.046,7,39.3,1,1,2,0,0,0,1,0
user_25@scp.local,0,79,5,1,15,0.022,5,95.3,0,1,2,0,0,0,0,0
user_19@scp.local,0,16,0,1,9,0.007,5,117.6,1,1,2,0,0,0,2,0
user_17@scp.local,0,52,0,5,9,0.034,10,102.6,2,1,1,0,0,0,0,0
user_17@scp.local,6,55,10,12,14,0.167,3,74.2,5,1,3,0,0,0,2,1
user_20@scp.local,0,74,7,3,9,0.009,5,55.6,0,1,3,0,0,0,0,0
user_18@scp.local,0,16,0,3,13,0.006,5,96.8,0,1,0,0,0,0,1,0
user_48@scp.local,0,85,7,3,14,0.016,10,107.6,0,1,0,0,0,0,2,0
user_24@scp.local,0,85,4,5,15,0.046,6,111.3,2,1,3,0,0,0,0,0
user_48@scp.local,0,84,15,7,16,0.024,7,86.2,1,1,3,0,0,0,2,0
user_38@scp.local,0,53,6,2,13,0.022,8,46.6,1,1,3,0,0,0,0,0
user_1@scp.local,0,51,0,5,13,0.01,6,112.1,2,1,3,0,0,0,1,0
user_25@scp.local,0,60,6,3,17,0.014,5,76.4,0,1,0,0,0,0,2,0
user_45@scp.local,0,72,9,2,15,0.033,5,118.3,0,1,3,0,0,0,0,0
user_6@scp.local,0,318,5,4,13,0.473,18,8.5,0,1,1,0,0,0,0,1
user_35@scp.local,0,36,14,5,17,0.037,4,64.4,0,1,0,0,0,0,1,0
user_32@scp.local,0,59,0,1,15,0.014,7,104.0,2,1,2,0,0,0,0,0
user_26@scp.local,0,15,8,1,14,0.033,10,108.0,2,1,1,0,0,0,1,0
user_7@scp.local,0,15,6,3,9,0.035,7,55.7,2,1,2,0,0,0,0,0
user_40@scp.local,0,62,6,1,10,0.043,4,104.1,2,1,3,0,0,0,1,0
user_18@scp.local,0,24,7,0,10,0.048,10,33.4,0,1,2,0,0,0,2,0
user_43@scp.local,0,57,8,2,10,0.042,5,80.7,1,1,1,0,0,0,2,0
user_17@scp.local,0,47,6,2,17,0.009,7,86.2,2,1,2,0,0,0,2,0
user_30@scp.local,0,76,1,3,14,0.005,6,69.4,0,1,3,0,0,0,0,0
user_21@scp.local,0,58,7,2,16,0.026,7,53.4,1,1,0,0,0,0,1,0
user_22@scp.local,0,73,2,2,13,0.018,9,88.6,2,1,0,0,0,0,0,0
user_29@scp.local,0,25,5,1,10,0.024,4,105.6,0,1,0,0,0,0,2,0
user_11@scp.local,0,21,5,4,11,0.002,9,19.3,0,1,0,0,0,0,0,0
user_26@scp.local,0,68,9,2,15,0.039,10,26.9,1,1,1,0,0,0,1,0
user_11@scp.local,0,29,9,4,15,0.015,6,39.0,2,1,1,0,0,0,1,0
user_3@scp.local,0,15,3,1,11,0.005,10,45.9,2,1,0,0,0,0,0,0
user_6@scp.local,0,87,1,1,13,0.047,7,113.9,2,1,1,0,0,0,1,0
user_24@scp.local,0,40,5,1,9,0.038,7,32.0,1,1,3,0,0,0,1,0
user_42@scp.local,0,74,3,5,11,0.047,10,103.1,0,1,0,0,0,0,0,0
user_41@scp.local,0,68,0,3,12,0.044,6,144.9,1,1,1,0,0,0,2,0
user_24@scp.local,0,28,2,5,11,0.038,6,52.7,2,1,1,0,0,0,0,0
user_19@scp.local,0,13,6,3,17,0.043,10,49.4,0,1,3,0,0,0,0,0
user_19@scp.local,0,75,4,4,15,0.012,3,19.5,0,1,3,0,0,0,2,0
user_31@scp.local,0,63,2,1,13,0.044,3,27.2,0,1,2,0,0,0,0,0
user_47@scp.local,0,98,0,2,15,0.008,7,44.6,0,1,1,0,0,0,0,0
user_21@scp.local,0,85,9,5,11,0.04,5,108.7,1,1,1,0,0,0,0,0
user_30@scp.local,0,28,4,3,13,0.013,5,44.7,2,1,1,0,0,0,1,0
user_6@scp.local,0,84,1,5,11,0.048,8,114.5,1,1,3,0,0,0,0,0
user_20@scp.local,0,72,5,4,17,0.016,4,108.1,1,1,2,0,0,0,1,0
user_38@scp.local,0,63,1,2,13,0.023,3,63.6,2,1,3,0,0,0,1,0
user_18@scp.local,0,73,8,1,10,0.03,4,85.2,1,1,1,0,0,0,0,0
user_31@scp.local,0,25,30,72,11,0.001,5,60.8,0,1,1,0,0,0,14,1
user_13@scp.local,0,53,3,4,14,0.046,5,117.3,2,1,0,0,0,0,1,0
user_36@scp.local,0,13,5,5,16,0.029,4,107.8,0,1,2,0,0,0,2,0
user_41@scp.local,0,82,7,4,12,0.002,7,73.3,0,1,1,0,0,0,1,0
user_8@scp.local,0,73,7,5,13,0.013,8,104.5,0,1,2,0,0,0,1,0
user_26@scp.local,0,10,0,5,14,0.021,8,91.7,1,1,3,0,0,0,1,0
user_3@scp.local,0,11,0,1,14,0.023,8,38.1,1,1,2,0,0,0,2,0
user_29@scp.local,2,18,3,5,13,0.049,9,53.9,2,5,1,0,0.237,0,0,1
user_11@scp.local,0,89,7,1,12,0.017,4,20.9,0,1,2,0,0,0,2,0
user_2@scp.local,0,90,9,5,17,0.025,9,40.1,1,1,2,0,0,0,0,0
user_28@scp.local,0,34,4,4,11,0.011,6,7.1,2,1,2,0,0,0,2,0
user_44@scp.local,0,81,3,1,13,0.006,18,37.3,2,1,2,11,0,0,1,1
user_10@scp.local,0,29,10,0,12,0.024,10,34.5,2,1,2,0,0,0,2,0
user_1@scp.local,0,36,9,1,12,0.032,7,39.1,1,3,3,0,0,0,0,0
user_41@scp.local,0,34,6,1,14,0.042,5,123.4,0,1,1,0,0,0,1,0
user_37@scp.local,0,19,6,1,15,0.012,10,29.9,2,1,1,0,0,0,0,0
user_33@scp.local,0,20,0,5,16,0.03,4,50.3,1,1,2,0,0,0,0,0
user_26@scp.local,0,94,0,5,14,0.048,4,20.9,1,1,0,0,0,0,2,0
user_12@scp.local,0,84,9,1,12,0.028,8,9.2,0,1,0,0,0,0,2,0
user_39@scp.local,0,52,1,3,10,0.032,8,34.6,2,1,2,0,0,0,0,0
user_22@scp.local,0,90,4,4,10,0.045,8,105.4,1,1,3,0,0,0,1,0
user_38@scp.local,0,74,6,1,15,0.024,9,94.5,2,1,1,0,0,0,2,0
user_29@scp.local,0,61,7,1,10,0.014,6,115.2,2,1,2,0,0,0,0,0
user_6@scp.local,0,72,6,0,14,0.048,3,68.7,2,1,0,0,0,0,2,0
user_6@scp.local,0,24,9,0,9,0.014,5,89.1,2,1,3,0,0,0,1,0
user_36@scp.local,0,42,3,1,15,0.047,10,42.9,0,1,0,0,0,0,0,0
user_18@scp.local,0,90,1,4,17,0.017,8,99.2,2,1,2,0,0,0,1,0
user_10@scp.local,0,34,7,1,9,0.036,9,81.8,0,1,2,0,0,0,0,0
user_29@scp.local,0,18,0,4,10,0.034,4,63.9,2,1,0,0,0,0,0,0
user_34@scp.local,0,75,4,5,15,0.03,8,112.4,2,1,1,0,0,0,0,0
user_29@scp.local,0,97,7,0,17,0.035,5,88.2,0,1,2,0,0,0,1,0
user_44@scp.local,0,45,9,3,15,0.026,10,94.1,2,1,2,0,0,0,1,0
user_45@scp.local,0,34,6,0,9,0.035,7,18.0,0,1,0,0,0,0,0,0
user_40@scp.local,0,90,1,5,15,0.018,7,88.4,2,1,1,0,0,0,2,0
user_41@scp.local,0,53,4,1,17,0.009,4,115.7,2,1,1,0,0,0,1,0
user_17@scp.local,0,26,3,4,13,0.0,9,57.2,0,1,2,0,0,0,1,0
user_23@scp.local,0,76,5,5,13,0.039,10,46.8,2,1,0,0,0,0,1,0
user_25@scp.local,0,75,8,1,14,0.028,7,102.8,0,1,0,0,0,0,1,0
user_25@scp.local,0,44,4,1,11,0.029,23,83.4,0,1,1,7,0,0,2,1
user_47@scp.local,0,51,4,0,15,0.004,6,118.6,0,1,0,0,0,0,1,0
user_42@scp.local,0,86,7,2,10,0.026,3,89.5,1,1,2,0,0,0,1,0
user_23@scp.local,0,44,2,5,9,0.004,3,67.9,0,1,1,0,0,0,2,0
user_3@scp.local,0,62,6,0,17,0.032,6,87.0,0,1,3,0,0,0,2,0
user_1@scp.local,0,41,7,0,13,0.017,5,12.3,2,1,0,0,0,0,1,0
user_15@scp.local,0,75,2,1,14,0.004,9,111.8,1,1,0,0,0,0,2,0
user_27@scp.local,0,65,8,0,12,0.023,3,41.8,1,1,3,0,0,0,2,0
user_26@scp.local,0,41,10,0,13,0.021,10,94.5,0,1,0,0,0,0,2,0
user_44@scp.local,0,77,2,1,17,0.015,10,113.8,0,1,2,0,0,0,1,0
user_34@scp.local,0,23,3,1,15,0.003,10,110.1,1,1,3,0,0,0,0,0
user_23@scp.local,0,63,56,72,9,0.049,8,115.3,1,1,1,0,0,0,8,1
user_33@scp.local,0,85,10,0,10,0.003,6,90.3,2,1,2,0,0,0,0,0
user_50@scp.local,0,67,6,4,10,0.032,4,88.8,2,1,0,0,0,0,2,0
user_4@scp.local,0,21,1,5,14,0.045,6,56.1,1,1,0,0,0,0,0,0
user_10@scp.local,0,93,12,3,11,0.028,6,88.7,0,1,2,0,0,0,2,0
user_18@scp.local,0,66,4,2,16,0.043,7,89.6,1,1,3,0,0,0,1,0
user_43@scp.local,0,74,0,4,13,0.015,7,13.7,2,1,2,0,0,0,1,0
user_24@scp.local,0,26,3,4,11,0.021,6,112.6,1,1,1,0,0,0,1,0
user_34@scp.local,0,40,3,1,17,0.014,10,82.2,1,1,3,0,0,0,0,0
user_44@scp.local,0,74,7,4,16,0.002,8,51.5,1,1,2,0,0,0,2,0
user_31@scp.local,0,36,1,3,10,0.012,8,15.6,2,1,3,0,0,0,2,0
user_47@scp.local,0,80,6,1,16,0.014,8,95.5,1,1,0,0,0,0,1,0
user_30@scp.local,0,74,4,3,9,0.043,5,26.9,0,1,0,0,0,0,1,0
user_44@scp.local,0,98,10,0,5,0.014,4,128.4,1,1,0,0,0,0,1,1
user_3@scp.local,0,79,2,5,15,0.045,6,28.4,1,1,3,0,0,0,1,0
user_29@scp.local,0,71,3,1,16,0.029,9,87.2,1,1,2,0,0,0,1,0
user_33@scp.local,0,73,3,0,13,0.041,6,118.8,0,1,0,0,0,0,1,0
user_40@scp.local,0,61,4,3,12,0.043,9,41.7,2,1,3,0,0,0,0,0
user_24@scp.local,0,30,6,5,17,0.009,10,81.2,1,1,0,0,0,0,1,0
user_42@scp.local,0,24,0,4,16,0.025,5,27.8,0,1,2,0,0,0,1,0
user_43@scp.local,7,56,4,0,10,0.006,4,39.9,0,5,1,0,0.488,0,1,1
user_31@scp.local,0,24,7,0,14,0.043,4,88.9,2,1,0,0,0,0,0,0
user_32@scp.local,0,62,0,2,14,0.008,10,107.9,0,1,1,0,0,0,1,0
user_22@scp.local,0,64,2,5,14,0.049,7,26.9,2,1,0,0,0,0,1,0
user_25@scp.local,0,60,1,5,15,0.039,5,55.5,0,1,2,0,0,0,0,0
user_25@scp.local,0,68,1,2,10,0.017,5,63.1,1,1,0,0,0,0,0,0
user_18@scp.local,0,76,5,4,15,0.043,6,90.9,1,1,1,0,0,0,2,0
user_37@scp.local,0,87,2,3,11,0.034,3,117.7,2,1,1,0,0,0,0,0
user_26@scp.local,0,45,7,4,9,0.041,8,84.9,2,1,1,0,0,0,2,0
user_4@scp.local,0,48,6,5,17,0.036,7,63.8,1,1,0,0,0,0,1,0
user_18@scp.local,0,75,1,0,12,0.015,8,91.1,1,1,0,0,0,0,2,0
user_2@scp.local,0,24,9,0,15,0.039,7,31.1,0,1,2,0,0,0,1,0
user_44@scp.local,0,84,1,2,17,0.05,9,104.5,0,1,3,0,0,0,0,0
user_32@scp.local,0,89,5,3,13,0.023,7,77.3,0,1,2,0,0,0,0,0
user_10@scp.local,0,58,2,1,2,0.037,7,224.4,2,1,0,0,0,0,1,1
user_21@scp.local,0,59,1,4,12,0.033,9,112.6,0,1,2,0,0,0,1,0
user_46@scp.local,0,21,0,5,12,0.002,4,17.0,2,1,1,0,0,0,0,0
user_1@scp.local,0,56,0,5,16,0.043,7,9.8,1,1,3,0,0,0,0,0
user_29@scp.local,0,17,6,4,16,0.036,6,65.8,0,1,0,0,0,0,2,0
user_34@scp.local,0,84,4,2,12,0.022,8,66.9,2,1,3,0,0,0,1,0
user_48@scp.local,0,50,7,4,13,0.043,10,53.4,0,1,1,0,0,0,2,0
user_6@scp.local,0,88,9,5,14,0.015,7,59.1,1,1,0,0,0,0,1,0
user_27@scp.local,0,42,9,3,9,0.012,4,45.0,0,1,1,0,0,0,0,0
user_24@scp.local,0,46,2,3,16,0.003,6,37.5,2,1,2,0,0,0,1,0
user_41@scp.local,0,50,10,1,10,0.013,6,97.3,0,1,2,0,0,0,0,0
user_37@scp.local,0,13,9,4,12,0.028,8,52.3,2,1,3,0,0,0,2,0
user_3@scp.local,0,54,2,5,16,0.009,10,34.6,2,1,0,0,0,0,2,0
user_40@scp.local,0,36,9,1,13,0.021,6,20.6,1,1,1,0,0,0,0,0
user_26@scp.local,0,54,8,2,10,0.003,9,104.8,2,1,3,0,0,0,2,0
user_39@scp.local,0,38,9,0,13,0.009,6,23.8,0,1,2,0,0,0,2,0
user_28@scp.local,0,52,8,4,16,0.008,3,51.3,1,1,3,0,0,0,2,0
user_50@scp.local,0,72,1,0,13,0.011,9,56.2,1,1,3,0,0,0,2,0
user_16@scp.local,0,85,8,0,13,0.001,5,31.5,1,1,3,0,0,0,2,0
user_14@scp.local,0,73,9,4,9,0.014,6,117.5,1,1,1,0,0,0,1,0
user_28@scp.local,0,19,3,1,13,0.044,9,52.9,2,1,1,0,0,0,2,0
user_46@scp.local,0,30,1,5,16,0.041,24,78.7,0,1,3,6,0,0,1,1
user_24@scp.local,0,66,2,5,14,0.007,6,69.1,0,1,3,0,0,0,2,0
user_33@scp.local,0,91,9,2,15,0.022,7,48.2,0,3,3,0,0,0,0,0
user_35@scp.local,0,72,8,0,17,0.011,9,52.2,0,1,3,0,0,0,0,0
user_50@scp.local,0,99,8,0,15,0.026,9,40.8,0,1,2,0,0,0,0,0
user_45@scp.local,0,93,10,0,15,0.008,4,92.3,2,1,1,0,0,0,0,0
user_22@scp.local,0,29,6,3,11,0.024,3,89.4,0,1,2,0,0,0,1,0
user_17@scp.local,0,45,0,3,16,0.038,8,52.1,2,1,3,0,0,0,1,0
user_25@scp.local,0,43,10,0,17,0.012,8,52.3,1,1,2,0,0,0,2,0
user_40@scp.local,0,19,5,1,13,0.001,8,47.5,2,1,1,0,0,0,2,0
user_1@scp.local,0,39,6,5,12,0.018,10,51.3,0,1,2,0,0,0,2,0
user_26@scp.local,0,100,9,4,12,0.045,10,72.3,2,1,2,0,0,0,2,0
user_25@scp.local,0,83,7,4,10,0.03,9,81.3,1,1,2,0,0,0,2,0
user_29@scp.local,0,96,1,1,13,0.001,6,15.3,0,1,0,0,0,0,1,0
user_40@scp.local,0,86,10,3,14,0.025,5,120.0,0,1,1,0,0,0,0,0
user_40@scp.local,0,76,48,63,15,0.043,5,71.1,1,1,3,0,0,0,20,1
user_18@scp.local,0,75,5,5,17,0.034,6,94.3,2,1,3,0,0,0,2,0
user_23@scp.local,0,93,1,4,15,0.047,5,109.6,0,1,2,0,0,0,1,0
user_34@scp.local,0,222,5,0,14,0.304,15,116.1,1,1,3,0,0,0,1,1
user_29@scp.local,0,27,3,0,13,0.007,5,56.8,1,3,3,0,0,0,2,0
user_32@scp.local,0,41,6,1,11,0.042,8,71.4,1,1,0,0,0,0,1,0
user_10@scp.local,0,67,9,0,11,0.004,10,77.3,1,1,1,0,0,0,0,0
user_28@scp.local,0,60,10,0,14,0.02,10,12.0,1,1,2,0,0,0,0,0
user_38@scp.local,0,56,10,3,10,0.049,10,47.4,1,1,2,0,0,0,1,0
user_13@scp.local,0,98,10,3,11,0.017,9,50.0,1,1,1,0,0,0,0,0
user_21@scp.local,0,35,3,0,10,0.007,9,14.5,1,1,1,0,0,0,2,0
user_34@scp.local,0,25,7,2,17,0.002,4,112.3,0,1,1,0,0,0,2,0
user_8@scp.local,0,65,7,4,16,0.048,9,117.4,0,1,3,0,0,0,0,0
user_35@scp.local,0,49,10,2,11,0.008,7,103.7,1,1,3,0,0,0,1,0
user_2@scp.local,0,74,8,4,11,0.049,7,72.7,1,1,2,0,0,0,1,0
user_26@scp.local,0,56,1,1,17,0.002,4,57.1,1,1,3,0,0,0,2,0
user_2@scp.local,0,45,9,1,17,0.001,5,102.1,0,1,2,0,0,0,0,0
user_1@scp.local,0,55,50,74,10,0.003,8,63.7,2,1,2,0,0,0,16,1
user_37@scp.local,0,61,10,5,11,0.018,10,49.9,1,1,2,0,0,0,0,0
user_11@scp.local,0,34,0,2,15,0.013,10,28.6,0,1,0,0,0,0,1,0
user_1@scp.local,0,12,7,1,10,0.019,8,111.7,2,1,2,0,0,0,1,0
user_2@scp.local,0,20,5,2,12,0.035,5,118.2,1,1,1,0,0,0,0,0
user_29@scp.local,0,69,6,3,14,0.005,4,28.5,1,1,1,0,0,0,0,0
user_10@scp.local,0,59,10,4,10,0.016,5,97.6,1,1,1,0,0,0,0,0
user_29@scp.local,0,61,2,2,10,0.003,10,109.2,1,1,0,0,0,0,1,0
user_19@scp.local,0,17,6,4,10,0.012,9,109.3,0,1,0,0,0,0,1,0
user_8@scp.local,0,56,4,4,15,0.005,5,109.8,1,3,1,0,0,0,2,0
user_36@scp.local,0,10,8,0,9,0.021,5,42.4,1,1,0,0,0,0,0,0
user_39@scp.local,0,94,0,1,17,0.035,9,102.1,1,1,1,0,0,0,2,0
user_22@scp.local,0,350,9,0,9,0.715,23,97.3,2,1,3,0,0,0,0,1
user_49@scp.local,0,89,0,5,10,0.036,5,11.3,0,1,3,0,0,0,1,0
user_31@scp.local,0,78,10,1,15,0.008,3,11.4,2,1,3,0,0,0,0,0
user_27@scp.local,0,63,10,5,10,0.027,5,37.1,0,1,1,0,0,0,0,0
user_46@scp.local,0,32,3,5,17,0.03,5,76.5,1,1,3,0,0,0,2,0
user_26@scp.local,0,16,7,3,9,0.04,9,65.3,1,1,0,0,0,0,1,0
user_38@scp.local,7,92,3,2,10,0.408,10,30.1,0,1,2,0,0,5,0,1
user_26@scp.local,0,20,9,4,16,0.034,6,85.7,0,1,1,0,0,0,1,0
user_2@scp.local,0,48,7,5,11,0.017,5,54.2,1,1,2,0,0,0,0,0
user_36@scp.local,0,99,4,0,16,0.003,6,97.4,2,1,0,0,0,0,2,0
user_33@scp.local,0,49,5,2,10,0.022,4,60.7,0,1,1,0,0,0,0,0
user_13@scp.local,0,32,2,0,14,0.049,3,47.8,1,1,0,0,0,0,0,0
user_6@scp.local,0,90,3,1,12,0.044,8,24.9,1,1,1,0,0,0,1,0
user_34@scp.local,0,45,4,4,14,0.024,3,79.3,0,1,1,0,0,0,2,0
user_29@scp.local,0,40,0,1,12,0.017,6,24.1,1,1,0,0,0,0,0,0
user_14@scp.local,0,98,4,2,16,0.019,5,179.0,1,1,1,0,0,0,1,0
user_50@scp.local,0,15,2,4,11,0.048,4,23.3,1,1,3,0,0,0,1,0
user_11@scp.local,0,11,3,3,13,0.004,8,45.8,0,1,3,0,0,0,1,0
user_12@scp.local,0,49,4,4,16,0.047,4,80.7,1,1,2,0,0,0,0,0
user_37@scp.local,0,55,0,0,15,0.029,8,7.4,2,2,2,0,0,0,2,0
user_18@scp.local,0,23,0,5,10,0.041,3,65.1,2,1,3,0,0,0,1,0
user_22@scp.local,0,96,5,3,9,0.018,8,22.2,2,1,0,0,0,0,1,0
user_11@scp.local,0,60,7,2,15,0.047,7,9.1,0,1,3,0,0,0,2,0
user_24@scp.local,0,51,15,3,12,0.032,3,44.5,1,1,3,0,0,0,2,0
user_5@scp.local,0,13,0,1,10,0.042,10,47.5,1,2,0,0,0,0,0,0
user_15@scp.local,0,61,9,0,17,0.037,5,26.8,0,1,2,0,0,0,0,0
user_33@scp.local,0,14,6,2,17,0.017,6,108.9,1,1,2,0,0,0,2,0
user_4@scp.local,0,86,7,4,16,0.04,5,82.6,2,1,3,0,0,0,2,0
user_39@scp.local,0,32,2,5,14,0.037,6,69.7,2,1,3,0,0,0,2,0
user_15@scp.local,0,54,2,4,15,0.013,9,79.9,0,1,1,0,0,0,1,0
user_10@scp.local,0,25,10,1,16,0.044,7,62.9,0,1,0,0,0,0,1,0
user_40@scp.local,0,11,4,5,12,0.006,6,161.0,0,1,0,0,0,0,0,0
user_4@scp.local,0,12,5,5,17,0.015,4,69.3,1,1,2,0,0,0,2,0
user_39@scp.local,0,56,7,4,11,0.05,6,65.9,0,1,0,0,0,0,0,0
user_44@scp.local,0,30,3,0,14,0.017,8,89.0,2,1,3,0,0,0,1,0
user_23@scp.local,0,66,9,0,14,0.039,6,25.2,0,1,3,0,0,0,1,0
user_17@scp.local,0,245,5,0,11,0.689,22,62.5,2,1,0,0,0,0,2,1
user_3@scp.local,0,28,9,0,10,0.043,5,82.6,0,2,3,0,0,0,0,0
user_2@scp.local,0,81,10,3,10,0.04,7,16.0,2,2,3,0,0,0,0,0
user_11@scp.local,0,12,3,5,9,0.011,3,80.1,1,1,3,0,0,0,2,0
user_9@scp.local,0,27,4,1,12,0.017,4,55.7,0,1,0,0,0,0,1,0
user_21@scp.local,0,88,0,12,16,0.269,6,21.9,7,1,6,0,0,0,0,1
user_11@scp.local,0,72,3,3,13,0.041,6,30.9,1,1,0,0,0,0,1,0
user_17@scp.local,0,41,2,3,16,0.016,9,176.9,0,1,0,0,0,0,0,0
user_25@scp.local,0,98,9,1,10,0.045,4,54.3,2,1,3,0,0,0,2,0
user_33@scp.local,0,62,4,2,16,0.049,5,112.5,0,1,3,0,0,0,2,0
user_9@scp.local,3,85,0,5,14,0.036,5,101.5,1,5,2,0,0.16,0,0,1
user_3@scp.local,0,58,7,1,10,0.034,6,19.9,2,3,0,0,0,0,0,0
user_26@scp.local,0,95,8,0,17,0.031,8,98.9,1,1,2,0,0,0,2,0
user_8@scp.local,0,64,5,0,12,0.049,8,57.6,1,1,2,0,0,0,0,0
user_8@scp.local,0,24,1,3,17,0.026,4,66.6,0,1,0,0,0,0,0,0
user_9@scp.local,0,54,1,3,15,0.024,5,85.7,0,1,2,0,0,0,1,0
user_1@scp.local,0,32,3,5,16,0.004,5,60.6,0,1,3,0,0,0,1,0
user_41@scp.local,0,77,9,0,9,0.03,5,107.2,0,1,2,0,0,0,1,0
user_37@scp.local,0,72,4,3,9,0.029,10,101.4,1,1,2,0,0,0,2,0
user_1@scp.local,0,39,9,4,13,0.025,4,59.0,2,1,2,0,0,0,1,0
user_24@scp.local,0,20,10,0,10,0.005,6,10.2,1,1,3,0,0,0,2,0
user_21@scp.local,0,33,3,1,16,0.077,4,9.1,1,1,1,0,0,0,0,0
user_8@scp.local,0,78,4,0,9,0.023,5,102.2,0,1,3,0,0,0,2,0
user_27@scp.local,0,70,0,17,2,0.266,5,31.6,3,1,7,0,0,0,0,1
user_47@scp.local,0,99,7,5,17,0.043,3,48.5,2,1,1,0,0,0,1,0
user_13@scp.local,0,83,10,3,11,0.072,10,112.9,1,1,0,0,0,0,1,0
user_6@scp.local,0,48,9,4,17,0.037,22,8.0,2,1,0,9,0,0,2,1
user_49@scp.local,0,61,3,2,11,0.012,9,91.5,2,1,0,0,0,0,2,0
user_48@scp.local,0,37,5,1,11,0.022,3,118.7,2,1,1,0,0,0,0,0
user_43@scp.local,0,89,10,5,10,0.013,9,115.6,2,1,1,0,0,0,1,0
user_43@scp.local,0,92,7,4,13,0.041,3,53.8,1,1,1,0,0,0,0,0
user_2@scp.local,0,72,0,1,14,0.041,9,26.2,1,1,3,0,0,0,1,0
user_43@scp.local,0,95,6,0,13,0.015,6,95.9,2,1,3,0,0,0,1,0
user_12@scp.local,14,43,2,0,15,0.793,4,111.5,2,1,2,0,0,9,2,1
user_30@scp.local,0,90,1,1,17,0.036,3,104.7,1,1,1,0,0,0,1,0
user_34@scp.local,4,35,7,22,16,0.14,3,44.8,4,1,7,0,0,0,1,1
user_37@scp.local,0,22,0,4,16,0.006,10,117.4,2,1,1,0,0,0,2,0
user_12@scp.local,0,28,9,5,13,0.008,6,34.7,0,1,0,0,0,0,2,0
user_15@scp.local,0,26,1,3,9,0.02,3,56.0,2,1,1,0,0,0,2,0
user_40@scp.local,0,431,3,0,9,0.309,26,73.8,2,1,2,0,0,0,0,1
user_50@scp.local,0,74,13,4,14,0.034,6,14.4,2,1,1,0,0,0,1,0
user_5@scp.local,0,18,3,0,17,0.034,5,79.8,1,1,3,0,0,0,1,0
user_41@scp.local,0,95,1,5,11,0.03,5,111.7,2,1,3,0,0,0,0,0
user_44@scp.local,0,68,9,4,13,0.049,7,131.0,2,1,3,0,0,0,0,0
user_27@scp.local,0,13,7,4,9,0.042,8,15.5,2,1,1,0,0,0,0,0
user_31@scp.local,0,33,0,5,16,0.035,5,24.6,1,1,0,0,0,0,0,0
user_36@scp.local,0,60,8,3,17,0.019,8,118.7,0,1,3,0,0,0,0,0
user_5@scp.local,0,71,10,4,13,0.007,4,92.6,1,1,1,0,0,0,2,0
user_46@scp.local,0,92,6,4,11,0.028,7,115.7,0,1,3,0,0,0,0,0
user_29@scp.local,0,77,9,3,12,0.017,8,96.2,2,1,0,0,0,0,1,0
user_9@scp.local,0,68,1,5,16,0.003,6,17.5,1,1,0,0,0,0,1,0
user_30@scp.local,0,42,5,3,12,0.003,10,18.2,2,1,3,0,0,0,1,0
user_14@scp.local,0,55,0,5,9,0.021,5,32.4,0,1,1,0,0,0,1,0
user_5@scp.local,0,71,1,5,12,0.036,9,11.5,1,1,1,0,0,0,1,0
user_37@scp.local,0,36,9,0,14,0.047,6,50.7,2,1,0,0,0,0,1,0
user_40@scp.local,0,99,3,4,17,0.026,4,30.3,2,1,1,0,0,0,2,0
user_5@scp.local,0,67,5,5,12,0.01,18,86.7,1,1,1,15,0,0,1,1
user_28@scp.local,0,54,10,5,14,0.017,6,108.0,1,1,3,0,0,0,0,0
user_20@scp.local,0,25,7,5,12,0.016,7,26.3,2,1,3,0,0,0,1,0
user_28@scp.local,0,79,8,1,17,0.006,5,20.7,0,1,2,0,0,0,0,0
